name,url,source,functions,application,notes,model,prompt_tokens,completion_tokens
,https://materialdistrict.com/material/aluminium-full-colour/,aluminium,decorate-noun; personalise-noun; resist-scratch; resist-UV; resist-weather,decorative wall panels,External knowledge about decorative applications of aluminum was used.,gpt-4o-mini,757,75
,https://materialdistrict.com/material/aluminium-mesh/,Aluminium,absorb-energy; create-pores; reduce-weight,open-celled metal foam panels,The application of open-celled metal foam panels is derived from the description of the manufacturing process and characteristics of aluminium mesh.,gpt-4o-mini,862,75
,https://materialdistrict.com/material/aluminium-wall-panels/,Aluminium,provide lightweight panels; enable custom designs; resist weather conditions; allow easy attachment,decorative wall cladding panels,External knowledge used to define application as a specific use-case.,gpt-4o-mini,789,71
,https://materialdistrict.com/material/aluminum-surface-collections/,Aluminium,create-finish; add-texture; combine-pattern; manipulate-surface; layer-color,decorative architectural panels,The application is derived from the description of various surface finishes suitable for architectural use.,gpt-4o-mini,977,78
,https://materialdistrict.com/material/aluminum-tile/,aluminium,create-tile; innovative-designs; fabricate-accessories,luxurious metal tile installation,External knowledge about aluminum tiles used for specific applications.,gpt-4o-mini,692,63
,https://materialdistrict.com/material/aluoldcopper/,aluminium,provide aesthetic; offer stability; resist corrosion; eliminate maintenance,architectural facade finish,External knowledge about architectural finishes and their properties was used.,gpt-4o-mini,973,65
,https://materialdistrict.com/material/alusion-large-small-cells/,aluminium foam,absorb-sound; create-panels; resist-corrosion; maintain-lightweight,acoustic wall cladding panels,External knowledge about acoustic applications of materials was used.,gpt-4o-mini,847,72
,https://materialdistrict.com/material/alveo-products/,polyolefin resins,provide elasticity; offer temperature resistance; enable vacuum forming; ensure flame retardancy; deliver electrical conductivity,soft foam padding for automotive interiors,External knowledge about foam applications in automotive design was used.,gpt-4o-mini,983,78
,https://materialdistrict.com/material/amadou/,Amadou,provide-tactile experience; serve-soothing sensation; resemble-animal leather; contain-no harmful binders; be-renewable,soft leather-like material for garments,External knowledge about leather alternatives was used.,gpt-4o-mini,818,80
,https://materialdistrict.com/material/amber-waste-is-bliss/,amber dust,transform-into new material; create-usable products; analyze-properties; alter-properties; change-colours,interior panels and tiles,The application of amber dust for creating interior products is explicitly mentioned in the text.,gpt-4o-mini,1284,81
,https://materialdistrict.com/material/ambient-glow-technology/,photoluminescent aggregate,illuminate-non-toxic; apply-various methods,decorative flooring for pools and spas,Used external knowledge about photoluminescent materials for specific application.,gpt-4o-mini,776,68
,https://materialdistrict.com/material/amphitex/,textile,mitigate-carbon emissions; reduce-chemical treatments; provide-waterproof breathability,recyclable waterproof breathable fabric for outdoor clothing,External knowledge about sustainable textiles and their applications was used.,gpt-4o-mini,820,70
,https://materialdistrict.com/material/amplitex-powerribs/,flax yarn,improve-damping properties; increase-flexural rigidity; enhance-buckling resistance,thin layered composite structures,External knowledge about composite materials was used to determine the application.,gpt-4o-mini,786,69
,https://materialdistrict.com/material/an-jing-paper/,bast fibers,provide durability; offer aesthetic appeal; resist moth damage,handmade decorative writing paper,External knowledge used to identify the application as a specific type of paper.,gpt-4o-mini,777,66
,https://materialdistrict.com/material/andeline-recycled-leather/,leather fibres,maintain-aesthetics; resist-chemicals; perform-abrasion,table tops and kitchen cabinets,External knowledge about the use of recycled leather as a veneer was used.,gpt-4o-mini,825,71
,https://materialdistrict.com/material/andy/,ceramic,resist-scratching; resist-UV; resist-weather; resist-chemicals; resist-frost; provide-finishing,renovation of floors and walls,External knowledge used to identify specific application in building industry.,gpt-4o-mini,767,88
,https://materialdistrict.com/material/anemonia/,poly fabric,visualize-growth; emphasize-qualities; reveal-colour,decorative wall panel,The application is inferred from the material's properties and intended use in design.,gpt-4o-mini,773,68
,https://materialdistrict.com/material/animal-leather-print-tiles/,Clay,create-reliefs; provide-colours; enhance-designs,decorative tiles for hotel lobbies,External knowledge about the use of tiles in commercial spaces was used.,gpt-4o-mini,782,66
,https://materialdistrict.com/material/another-down-another-down-recycled/,recycled polyester,create-garments; provide-thermal insulation; offer-comfort,warm knitted jackets and coats,External knowledge about the use of recycled polyester in garments was used.,gpt-4o-mini,720,67
,https://materialdistrict.com/material/antibacterial-surfaces-by-decolegno/,decorative sheet paper,prevent bacteria; create hygienic spaces; provide antibacterial property,high pressure laminates for countertops,The application is derived from the context of creating hygienic interiors in healthcare and hospitality settings.,gpt-4o-mini,1018,72
,https://materialdistrict.com/material/antico/,Wood,improve-stability; enhance-aesthetics; provide-durability,wide plank flooring for modern interiors,The application is derived from the description of the flooring's characteristics and suitability for modern interiors.,gpt-4o-mini,757,73
,https://materialdistrict.com/material/antimicrobial-brass/,brass,kill-bacteria; provide-hygiene; enhance-aesthetics,door handles and work surfaces,External knowledge about antimicrobial properties of brass was used.,gpt-4o-mini,933,64
,https://materialdistrict.com/material/antimicrobial-bronze/,Bronze,kill-bacteria; enhance-hygiene; provide-protection,door handles and light switches,External knowledge about antimicrobial properties of copper alloys was used.,gpt-4o-mini,942,64
,https://materialdistrict.com/material/antimicrobial-copper/,copper alloys,minimize bacterial levels; kill bacteria; resist corrosion; exhibit strength; allow shaping,antimicrobial door hardware,External knowledge about antimicrobial properties of copper was used.,gpt-4o-mini,826,73
,https://materialdistrict.com/material/antique-mirror-glass/,glass,create-finish; replicate-degradation; blend-mirror; achieve-look,decorative mirror panel inset into joinery,"The application is derived from the description of how the material is used in design, specifically as a decorative feature.",gpt-4o-mini,870,82
,https://materialdistrict.com/material/antislip-tiles/,ceramic,resist-slip; resist-wear; resist-frost; resist-chemical; resist-staining,slip-resistant flooring in wet rooms,The application is derived from the common uses mentioned in the post text.,gpt-4o-mini,713,83
,https://materialdistrict.com/material/antolini/,Natural stones,ensure-strength; consolidate-resin; reinforce-slab; fill-micro porosities,structural slabs for countertops,External knowledge about the use of natural stones in countertops was used.,gpt-4o-mini,786,75
,https://materialdistrict.com/material/anvi-luxury-surfaces/,wood and resin,combine-nature; cast-layer; create-designs,decorative surface panels,The application of decorative surface panels is derived from the combination of wood and resin as described in the post text.,gpt-4o-mini,771,72
,https://materialdistrict.com/material/anvi-solitaire/,resin,fuse-crystals; process-marble; set-crystals,luxurious tabletops with embedded crystals,External knowledge about the use of resin in decorative applications was used.,gpt-4o-mini,761,67
,https://materialdistrict.com/material/apex/,Plastics,insulate-thermal; weigh-light; resist-weather,lightweight thermal insulation for outerwear,External knowledge about insulation applications was used.,gpt-4o-mini,701,63
,https://materialdistrict.com/material/apparition-translucent-leather/,cow leather,provide softness; offer translucency; ensure water resistance,translucent garments and footwear,External knowledge about leather applications was used.,gpt-4o-mini,755,59
,https://materialdistrict.com/material/apple-pomace-films/,Apple pomace,transform-non-toxic alternative; offer-compostable option; replace-leather,biodegradable plant pots,External knowledge about biodegradable materials was used.,gpt-4o-mini,704,64
