u,v,weight,edge_type
glass fibers,resist-noun,1.0,cooccurrence
glass fibers,biodegradable glass fibre,0.7453022003173828,semantic
glass fibers,ceramic fibers,0.6716538667678833,semantic
glass fibers,e-glass fibre,0.8470978140830994,semantic
glass fibers,fiber optics,0.6351373791694641,semantic
glass fibers,fiberglass,0.814224362373352,semantic
glass fibers,fibreglass,0.8281410336494446,semantic
glass fibers,fibreglass and polytetrafluoroethylene,0.7004152536392212,semantic
glass fibers,glass beads,0.634984016418457,semantic
glass fibers,glass fiber,0.951144278049469,semantic
glass fibers,glass fiber reinforcement fabric,0.7694746851921082,semantic
glass fibers,glass fibres,0.9663311243057251,semantic
glass fibers,glass fibre,0.9642249345779419,semantic
glass fibers,glass fibre fabric,0.8744900226593018,semantic
glass fibers,glass-fibre yarns,0.8398309946060181,semantic
glass fibers,textile glass,0.7860067486763,semantic
glass fibers,glass mineral wool,0.7191957831382751,semantic
glass fibers,glass polymer,0.7293919920921326,semantic
glass fibers,optical fibres,0.6854656338691711,semantic
glass fibers,pvc and glass fibres,0.7736899256706238,semantic
glass fibers,straw fibres,0.6837009191513062,semantic
wisteria bark fibres,weave-fabric,1.0,cooccurrence
wisteria bark fibres,spin-yarn,1.0,cooccurrence
wisteria bark fibres,combine-yarns,1.0,cooccurrence
wisteria bark fibres,manufacture-obi,1.0,cooccurrence
wisteria bark fibres,wood fibres,0.6306366920471191,semantic
polyurethane foam,provide insulation,1.0,cooccurrence
polyurethane foam,create decorative surfaces,1.0,cooccurrence
polyurethane foam,allow customization,1.0,cooccurrence
polyurethane foam,insulate-surface,1.0,cooccurrence
polyurethane foam,coat-fabric,1.0,cooccurrence
polyurethane foam,protect-structure,1.0,cooccurrence
polyurethane foam,acrylic foam,0.7330542206764221,semantic
polyurethane foam,eva foam,0.6826732754707336,semantic
polyurethane foam,expanded polypropylene foam,0.6446762084960938,semantic
polyurethane foam,expanded polystyrene foam,0.7012619972229004,semantic
polyurethane foam,extruded polystyrene rigid foam,0.6346494555473328,semantic
polyurethane foam,foam coating,0.7014867067337036,semantic
polyurethane foam,glass-based foam,0.668765664100647,semantic
polyurethane foam,low-density foam,0.7323857545852661,semantic
polyurethane foam,modified polyurethanes,0.7587746977806091,semantic
polyurethane foam,plant-based foam,0.6407350301742554,semantic
polyurethane foam,polyethylene foam,0.8487843871116638,semantic
polyurethane foam,polyurethane,0.8518223166465759,semantic
polyurethane foam,polyurethane fabric,0.8042823076248169,semantic
polyurethane foam,polyurethane polymer,0.8332643508911133,semantic
polyurethane foam,polyurethane gel,0.7779625654220581,semantic
polyurethane foam,thermoplastic polyurethane,0.7671914100646973,semantic
polyurethane foam,polyurethane foam dust,0.7479874491691589,semantic
polyurethane foam,polyurethane powder,0.745906412601471,semantic
polyurethane foam,polyurethane spandex,0.7375373840332031,semantic
polyurethane foam,polyurethane membrane,0.6908470988273621,semantic
polyurethane foam,recycled pu foam,0.6418521404266357,semantic
polyurethane foam,visco-elastic foam,0.6817255020141602,semantic
stone,customizable-wall cladding,1.0,cooccurrence
stone,provide-finish,1.0,cooccurrence
stone,suitability-exterior use,1.0,cooccurrence
stone,belgian blue stone,0.6641445159912109,semantic
stone,bio-geo stone,0.6301860213279724,semantic
stone,composite stone,0.7010975480079651,semantic
stone,gravel,0.6366632580757141,semantic
stone,lava stone,0.7906428575515747,semantic
stone,marble pebbles,0.6629343628883362,semantic
stone,natural stone and concrete,0.6238197088241577,semantic
stone,natural stones,0.7272788286209106,semantic
stone,slate,0.6302348375320435,semantic
stone,stonedust,0.7612378001213074,semantic
stone,translucent stone,0.6984717845916748,semantic
stone,stoneware clay,0.6848123073577881,semantic
stone,stone strips,0.6672148704528809,semantic
pvb,improve-sound insulation,1.0,cooccurrence
pvb,dampen-sound,1.0,cooccurrence
pvb,reduce-noise,1.0,cooccurrence
pvb,pvc,0.7955048084259033,semantic
pvb,pvb film,0.7493418455123901,semantic
pvb,pvb films,0.688275158405304,semantic
pvb,pvc/pu,0.6596586108207703,semantic
fungi,create-pigments,1.0,cooccurrence
fungi,produce-dye,1.0,cooccurrence
fungi,reduce-water,1.0,cooccurrence
fungi,reduce-energy,1.0,cooccurrence
fungi,biodegrade-pigments,1.0,cooccurrence
fungi,fungus,0.9247018098831177,semantic
fungi,mushroom,0.6826395392417908,semantic
mylar,scatter-light,1.0,cooccurrence
mylar,transmit-light,1.0,cooccurrence
mylar,control-view,1.0,cooccurrence
mylar,enhance-appearance,1.0,cooccurrence
pet-g,provide-translucence,1.0,cooccurrence
pet-g,enhance-aesthetics,1.0,cooccurrence
pet-g,support-structural-integrity,1.0,cooccurrence
pet-g,pet,0.7487339377403259,semantic
pet-g,petg,0.714891254901886,semantic
photoluminescent aggregate,illuminate-non-toxic,1.0,cooccurrence
photoluminescent aggregate,apply-various methods,1.0,cooccurrence
hemp,provide insulation,1.0,cooccurrence
hemp,remove carbon dioxide,1.0,cooccurrence
hemp,offer fire resistance,1.0,cooccurrence
hemp,bind-adhesive,1.0,cooccurrence
hemp,compress-form,1.0,cooccurrence
hemp,cut-veneer,1.0,cooccurrence
hemp,adhere-veneer,1.0,cooccurrence
hemp,install-ease,1.0,cooccurrence
hemp,industrial hemp,0.8561214208602905,semantic
hemp,hemp fibre,0.8186561465263367,semantic
hemp,hemp fiber,0.8159342408180237,semantic
hemp,hemp straw,0.7911834120750427,semantic
hemp,hemp fibres,0.7772559523582458,semantic
hemp,hemp shives,0.7551705837249756,semantic
hemp,loam and hemp,0.7274361848831177,semantic
hemp,hempcrete,0.6855405569076538,semantic
grass,reduce-co2,1.0,cooccurrence
grass,provide-nutrition,1.0,cooccurrence
grass,retain-water,1.0,cooccurrence
grass,protect-soil,1.0,cooccurrence
grass,dried grass,0.7184786796569824,semantic
grass,grass & leaves,0.8061143755912781,semantic
grass,wheatgrass,0.6944366097450256,semantic
grass,synthetic turf,0.6688756942749023,semantic
grass,pampas grass,0.6527217030525208,semantic
grass,seagrass,0.6427841186523438,semantic
barnwood,recover-noun,1.0,cooccurrence
barnwood,cover-noun,1.0,cooccurrence
barnwood,floor-noun,1.0,cooccurrence
barnwood,chipwood,0.6804538369178772,semantic
barnwood,softwood,0.6352987289428711,semantic
gelatin,create-textile,1.0,cooccurrence
gelatin,customise-leather-like,1.0,cooccurrence
gelatin,customise-rubber-like,1.0,cooccurrence
gelatin,customise-plastic-like,1.0,cooccurrence
gelatin,provide-water-repellent,1.0,cooccurrence
gelatin,gel,0.6977086663246155,semantic
gelatin,gelatine,0.9656344652175903,semantic
bioresin,act as binder,1.0,cooccurrence
bioresin,enable plastic-free cultivation,1.0,cooccurrence
bioresin,create wood-like composite,1.0,cooccurrence
bioresin,produce biobased chipboard,1.0,cooccurrence
bioresin,serve as raw material for insulation,1.0,cooccurrence
auxetic yarn,absorb energy,1.0,cooccurrence
auxetic yarn,mitigate blasts,1.0,cooccurrence
auxetic yarn,resist fractures,1.0,cooccurrence
auxetic yarn,woven yarn,0.7043354511260986,semantic
auxetic yarn,synthetic yarn,0.7028888463973999,semantic
auxetic yarn,synthetic yarns,0.6891523003578186,semantic
auxetic yarn,paper yarn,0.6840015053749084,semantic
auxetic yarn,polyester yarns,0.6666551232337952,semantic
auxetic yarn,inox yarn,0.6660588979721069,semantic
auxetic yarn,high tech yarn,0.6657886505126953,semantic
auxetic yarn,conductive yarn,0.665458619594574,semantic
auxetic yarn,polymeric yarn,0.6617814898490906,semantic
auxetic yarn,polymer yarn,0.6498641967773438,semantic
varnish,create effects,1.0,cooccurrence
varnish,enhance appearance,1.0,cooccurrence
varnish,polyurethane varnish,0.7991852164268494,semantic
iron sludge,produce-noun,1.0,cooccurrence
iron sludge,color-noun,1.0,cooccurrence
iron sludge,develop-noun,1.0,cooccurrence
iron sludge,iron particles,0.6376373171806335,semantic
thermoplastic olefin,provide-performance,1.0,cooccurrence
thermoplastic olefin,inhibit-growth,1.0,cooccurrence
thermoplastic olefin,pass-standards,1.0,cooccurrence
thermoplastic olefin,bio-thermoplastic elastomer,0.6320464015007019,semantic
thermoplastic olefin,thermoplastic,0.7998467683792114,semantic
thermoplastic olefin,thermoplastic film,0.7459514141082764,semantic
thermoplastic olefin,thermoplastic materials,0.7629876732826233,semantic
thermoplastic olefin,thermoplastic polymer,0.7742807269096375,semantic
thermoplastic olefin,thermoplastic polymers,0.7510533928871155,semantic
thermoplastic olefin,thermoplastic polyester sheets,0.6798556447029114,semantic
thermoplastic olefin,thermoplastic panel,0.6680704951286316,semantic
thermoplastic olefin,thermoplastic polyurethane,0.6653243899345398,semantic
thermoplastic olefin,thermoplastic elastomers,0.6464399695396423,semantic
silicone coating,stiffen-high-impact,1.0,cooccurrence
silicone coating,remain-flexible,1.0,cooccurrence
silicone coating,respond-changes,1.0,cooccurrence
silicone coating,coating,0.699334979057312,semantic
silicone coating,coatings,0.6755048036575317,semantic
silicone coating,concrete-silicone,0.7064874172210693,semantic
silicone coating,platinum base silicone,0.6242759823799133,semantic
silicone coating,rubberised coating,0.6636249423027039,semantic
silicone coating,silicon compound,0.6899961829185486,semantic
silicone coating,silicon polymer,0.6580067873001099,semantic
silicone coating,silicone,0.7908861041069031,semantic
silicone coating,silicone fabric,0.7203242778778076,semantic
silicone coating,silicone gel,0.7022745609283447,semantic
silicone coating,silicone rubber,0.6741012930870056,semantic
silicone coating,water-borne coating,0.6246482133865356,semantic
vegetal waste and minerals,create anchoring sites,1.0,cooccurrence
vegetal waste and minerals,attach on anchoring sites,1.0,cooccurrence
vegetal waste and minerals,boost production capacities,1.0,cooccurrence
vegetal waste and minerals,reduce energy consumption,1.0,cooccurrence
wall panels,create wall,1.0,cooccurrence
wall panels,enable creativity,1.0,cooccurrence
wall panels,combine texture,1.0,cooccurrence
wall panels,combine colour,1.0,cooccurrence
wall panels,composite panel,0.6678758859634399,semantic
wall panels,corrugated panel,0.6315303444862366,semantic
wall panels,hpl panels,0.643635630607605,semantic
wall panels,metal panel,0.6361303925514221,semantic
wall panels,pet panels,0.7145482897758484,semantic
wall panels,pp panels,0.6524032354354858,semantic
wall panels,solar panels,0.6788713335990906,semantic
wall panels,veneered panel,0.6271008849143982,semantic
biobased raw materials,prevent co2 emissions,1.0,cooccurrence
biobased raw materials,provide design freedom,1.0,cooccurrence
biobased raw materials,enable material savings,1.0,cooccurrence
biobased raw materials,allow re-printing,1.0,cooccurrence
biobased raw materials,support modular construction,1.0,cooccurrence
biobased raw materials,bio-based materials,0.7045887112617493,semantic
biobased raw materials,bio-material,0.713882565498352,semantic
biobased raw materials,biobased material,0.7943887710571289,semantic
biobased raw materials,biobased materials,0.8402329087257385,semantic
biobased raw materials,natural raw materials,0.7855384945869446,semantic
biobased raw materials,mineral raw materials,0.750225841999054,semantic
biobased raw materials,biobased resins,0.6261460185050964,semantic
metal sheets,shape-noun,1.0,cooccurrence
metal sheets,form-noun,1.0,cooccurrence
metal sheets,expand-noun,1.0,cooccurrence
metal sheets,metal meshes,0.6969663500785828,semantic
metal sheets,metal plates,0.6374066472053528,semantic
metal sheets,metal fabric,0.6874486804008484,semantic
metal sheets,metallic materials,0.6688792109489441,semantic
metal sheets,metal mesh,0.6640740036964417,semantic
metal sheets,metal,0.6520437002182007,semantic
metal sheets,metal foam,0.6513646245002747,semantic
metal sheets,metals,0.6412661671638489,semantic
metal sheets,acrylic sheets,0.6399567723274231,semantic
veneer,press-noun,1.0,cooccurrence
veneer,cover-noun,1.0,cooccurrence
veneer,shape-noun,1.0,cooccurrence
veneer,gain-noun,1.0,cooccurrence
veneer,arrange-noun,1.0,cooccurrence
veneer,manufacture-complex shapes,1.0,cooccurrence
veneer,provide-elasticity,1.0,cooccurrence
veneer,retain-technical properties,1.0,cooccurrence
veneer,beech laminated veneer lumber,0.6778197288513184,semantic
veneer,composite veneer,0.8268305659294128,semantic
veneer,concrete veneer,0.7784433960914612,semantic
veneer,laminated veneer lumber,0.7013435959815979,semantic
veneer,wood veneer,0.8955874443054199,semantic
veneer,wood-grain veneer,0.8109042644500732,semantic
veneer,veneered panel,0.689434289932251,semantic
olive leaves,tanning-leather,1.0,cooccurrence
olive leaves,producing-leather,1.0,cooccurrence
olive leaves,manufacturing-leather,1.0,cooccurrence
olive leaves,eliminating-toxicity,1.0,cooccurrence
olive leaves,olive waste,0.706767737865448,semantic
olive leaves,plant leaves,0.6700903177261353,semantic
olive leaves,olive wood,0.668756365776062,semantic
geopolymer concrete,reduce environmental impact,1.0,cooccurrence
geopolymer concrete,utilize industrial waste,1.0,cooccurrence
geopolymer concrete,mimic geo-processes,1.0,cooccurrence
geopolymer concrete,create alternative materials,1.0,cooccurrence
geopolymer concrete,polymer concrete,0.7089323997497559,semantic
geopolymer concrete,inorganic polymer concrete,0.6365845203399658,semantic
biomass,reduce-carbon emissions,1.0,cooccurrence
biomass,provide-acoustic insulation,1.0,cooccurrence
biomass,increase-thermal insulation,1.0,cooccurrence
biomass,enhance-load bearing,1.0,cooccurrence
biomass,bacterial biomass,0.7437829375267029,semantic
biomass,plant-based biomass,0.7801021337509155,semantic
polymeric colorants,enhance aesthetics,1.0,cooccurrence
polymeric colorants,mask haze,1.0,cooccurrence
polymeric colorants,maintain clarity,1.0,cooccurrence
polymeric colorants,dyes and pigments,0.656545102596283,semantic
polymeric colorants,organic photochromic colourant,0.7030330896377563,semantic
polymeric colorants,polymer,0.6483873128890991,semantic
polymeric colorants,polymers,0.6351257562637329,semantic
coatings,apply-waterproof,1.0,cooccurrence
coatings,provide-breathability,1.0,cooccurrence
coatings,repel-water,1.0,cooccurrence
coatings,glow-in-the-dark,1.0,cooccurrence
coatings,create layer,1.0,cooccurrence
coatings,bond surfaces,1.0,cooccurrence
coatings,repel water,1.0,cooccurrence
coatings,repel oil,1.0,cooccurrence
coatings,repel dirt,1.0,cooccurrence
coatings,coating,0.9463300704956055,semantic
coatings,powder coatings,0.8305730819702148,semantic
coatings,powder coating,0.7506788372993469,semantic
coatings,foam coating,0.7338704466819763,semantic
