node,label,category
cellulose fibre,cellulose fibre,source
bacteria,bacteria,source
anodized aluminum wire,anodized aluminum wire,source
concrete veneer,concrete veneer,source
natural fibers,natural fibers,source
wood-plastic combination,wood-plastic combination,source
flame retardant plastic,flame retardant plastic,source
recycled marine nylon,recycled marine nylon,source
cellulose bound natural fibres,cellulose bound natural fibres,source
bio-geo stone,bio-geo stone,source
copper and brass,copper and brass,source
aluminium hydroxide,aluminium hydroxide,source
coated steel wire,coated steel wire,source
platinum base silicone,platinum base silicone,source
knitted fabric,knitted fabric,source
nanogel,nanogel,source
non-woven wallpaper,non-woven wallpaper,source
silver nanoparticles,silver nanoparticles,source
conifer needles,conifer needles,source
bamboo fibres,bamboo fibres,source
bone,bone,source
liquid metal,liquid metal,source
aluminium foil,aluminium foil,source
polyester and viscose fibers,polyester and viscose fibers,source
finish,finish,source
brick,brick,source
steel,steel,source
pur-based coating,pur-based coating,source
straw fibres,straw fibres,source
siberian larch,siberian larch,source
bamboo fibers,bamboo fibers,source
pet,pet,source
conductive yarn,conductive yarn,source
pet fleece,pet fleece,source
ostrich leather,ostrich leather,source
fibre-reinforced plastics,fibre-reinforced plastics,source
rubberised coating,rubberised coating,source
recycled acrylic,recycled acrylic,source
waterborne fire-retardant coating,waterborne fire-retardant coating,source
cow stomach leather,cow stomach leather,source
cork polymer composite,cork polymer composite,source
metals,metals,source
bouclé,bouclé,source
wood-pulp fibre,wood-pulp fibre,source
polyurethane spandex,polyurethane spandex,source
elastomeric knitted textiles,elastomeric knitted textiles,source
recycled paper fibres,recycled paper fibres,source
epdm rubber,epdm rubber,source
plaster cardboard,plaster cardboard,source
3d textiles,3d textiles,source
production waste,production waste,source
corian solid surface,corian solid surface,source
alkyd and acryl,alkyd and acryl,source
stainless steel mesh,stainless steel mesh,source
polymer foil,polymer foil,source
stingray leather,stingray leather,source
non-woven polyethylene,non-woven polyethylene,source
polyurethane powder,polyurethane powder,source
plastics,plastics,source
natural stone composites,natural stone composites,source
dredged sediment,dredged sediment,source
organic substances,organic substances,source
fibreglass and polytetrafluoroethylene,fibreglass and polytetrafluoroethylene,source
barkskin,barkskin,source
light weight board,light weight board,source
merino wool,merino wool,source
polyester film,polyester film,source
spruce plywood,spruce plywood,source
recycled pet,recycled pet,source
synthetic material,synthetic material,source
denim waste,denim waste,source
fabric,fabric,source
salt,salt,source
carbon,carbon,source
mortar,mortar,source
stainless steel mesh fabric,stainless steel mesh fabric,source
industrial hemp,industrial hemp,source
wood composite panel,wood composite panel,source
mineral aggregates,mineral aggregates,source
sunflower seed shells,sunflower seed shells,source
cotton,cotton,source
pu gel,pu gel,source
cork leather,cork leather,source
acrylic filled resin,acrylic filled resin,source
hemp fibres,hemp fibres,source
trevira cs polyester yarn,trevira cs polyester yarn,source
bicycle inner-tubes,bicycle inner-tubes,source
lava stone,lava stone,source
gypsum plaster,gypsum plaster,source
natural dye,natural dye,source
recycled pet blend,recycled pet blend,source
carbon fiber composite,carbon fiber composite,source
jute fibre,jute fibre,source
silicon compound,silicon compound,source
vinyl acetate ethylene,vinyl acetate ethylene,source
trevira cs,trevira cs,source
animal skin,animal skin,source
pet panels,pet panels,source
bamboo pulp,bamboo pulp,source
netting,netting,source
photochromic pigments,photochromic pigments,source
pet felt,pet felt,source
silk,silk,source
cashmere goat hair,cashmere goat hair,source
used newspapers,used newspapers,source
recycled natural cellulose fibres,recycled natural cellulose fibres,source
birch plywood,birch plywood,source
silk/viscose velvet,silk/viscose velvet,source
grass & leaves,grass & leaves,source
pulp,pulp,source
bast fibers,bast fibers,source
wool and ramie,wool and ramie,source
palm leaves,palm leaves,source
phenol sodium ascorbate,phenol sodium ascorbate,source
chipwood,chipwood,source
aluminium flakes,aluminium flakes,source
corrugated iron,corrugated iron,source
roots,roots,source
thermoplastic elastomers,thermoplastic elastomers,source
aluminium alloy,aluminium alloy,source
modal rayon,modal rayon,source
dairy products,dairy products,source
concrete-silicone,concrete-silicone,source
polyester composite,polyester composite,source
wood composite,wood composite,source
decorative sheet paper,decorative sheet paper,source
mpcm material,mpcm material,source
oyster shells,oyster shells,source
glass fiber reinforcement fabric,glass fiber reinforcement fabric,source
banana fibers,banana fibers,source
natural clay,natural clay,source
tin,tin,source
digital printing technology,digital printing technology,source
cellulosic resource,cellulosic resource,source
water-repellent binding agents,water-repellent binding agents,source
urethane casting resin,urethane casting resin,source
fiber reinforced plastics,fiber reinforced plastics,source
biocomposites,biocomposites,source
fatigue,fatigue,source
soybean,soybean,source
polyester & cotton,polyester & cotton,source
metal laminate,metal laminate,source
chestnut wood,chestnut wood,source
film,film,source
silicone fabric,silicone fabric,source
thermo plastic elastomer,thermo plastic elastomer,source
extruded polystyrene rigid foam,extruded polystyrene rigid foam,source
algae-based biopolymer,algae-based biopolymer,source
recycled pet felt,recycled pet felt,source
turmeric,turmeric,source
alginate,alginate,source
recycled beverage carton material,recycled beverage carton material,source
mineral plaster,mineral plaster,source
recycled natural stone aggregates,recycled natural stone aggregates,source
epoxy resin,epoxy resin,source
silicate,silicate,source
tulle,tulle,source
glaze,glaze,source
bio-based resin,bio-based resin,source
solid surface,solid surface,source
bamboo fibre,bamboo fibre,source
rubber granulate,rubber granulate,source
acrylic modified plaster,acrylic modified plaster,source
food waste,food waste,source
acrylic emulsion,acrylic emulsion,source
biodegradable plastic,biodegradable plastic,source
collagen protein,collagen protein,source
pvb film,pvb film,source
coconut waste,coconut waste,source
rubber tree leaves,rubber tree leaves,source
metal powder,metal powder,source
trevira cs warp knitted fabric,trevira cs warp knitted fabric,source
ceramic fine stoneware,ceramic fine stoneware,source
polymer and natural stone,polymer and natural stone,source
natural cellulosic microfibres,natural cellulosic microfibres,source
mechnochromic material,mechnochromic material,source
aluminium oxide,aluminium oxide,source
honeycomb leather,honeycomb leather,source
sheep’s wool,sheep’s wool,source
thermodified wood,thermodified wood,source
wooden slats,wooden slats,source
bark,bark,source
cornstarch-based polymers,cornstarch-based polymers,source
polyester fabric,polyester fabric,source
leather residues,leather residues,source
biobased resins,biobased resins,source
agricultural fibres,agricultural fibres,source
mineral components,mineral components,source
epdm,epdm,source
fibreglass-reinforced plastic,fibreglass-reinforced plastic,source
recycled nylon,recycled nylon,source
metal insulated composite,metal insulated composite,source
glazes,glazes,source
cacao husks,cacao husks,source
translucent stone,translucent stone,source
alpaca wool,alpaca wool,source
lignocellulosic fibres,lignocellulosic fibres,source
recycled pu foam,recycled pu foam,source
tea waste,tea waste,source
rope,rope,source
microfibrillated cellulose,microfibrillated cellulose,source
potato cork,potato cork,source
natural resources,natural resources,source
cell rubber,cell rubber,source
bauxite residue,bauxite residue,source
oak wood,oak wood,source
ultra-high performance concrete,ultra-high performance concrete,source
metal foam,metal foam,source
woollen felt,woollen felt,source
recycled plastic,recycled plastic,source
polyester mesh,polyester mesh,source
tree bark biocomposite,tree bark biocomposite,source
powder coating,powder coating,source
cast acrylic sheet,cast acrylic sheet,source
composite,composite,source
nano-sand,nano-sand,source
pet fibre composite,pet fibre composite,source
peanut shells,peanut shells,source
milk fibres,milk fibres,source
polyester webbing,polyester webbing,source
clay,clay,source
zinc sulfide,zinc sulfide,source
acrylic sheet,acrylic sheet,source
polyethylene,polyethylene,source
flax fibre,flax fibre,source
post-consumer crisp packaging,post-consumer crisp packaging,source
cork,cork,source
biodegradable leather,biodegradable leather,source
composite wood material,composite wood material,source
textiles,textiles,source
bagasse,bagasse,source
acryl,acryl,source
mushroom,mushroom,source
wool paper yarn,wool paper yarn,source
thermochromic ink,thermochromic ink,source
high density fiberboard,high density fiberboard,source
kraft paper,kraft paper,source
cast resin,cast resin,source
ceramic tiles,ceramic tiles,source
inorganic polymer concrete,inorganic polymer concrete,source
liquid crystal polymer,liquid crystal polymer,source
thermoplastic shape memory polymer,thermoplastic shape memory polymer,source
peat,peat,source
reed,reed,source
leds,leds,source
olive wood,olive wood,source
bagasse-cotton mix,bagasse-cotton mix,source
glass-based foam,glass-based foam,source
copper,copper,source
gypsum,gypsum,source
epdm rubber granules,epdm rubber granules,source
mushrooms and plant fibres,mushrooms and plant fibres,source
plants,plants,source
waste material,waste material,source
natural minerals,natural minerals,source
thermoplastic netting,thermoplastic netting,source
collagen peptide,collagen peptide,source
chitin,chitin,source
tungsten,tungsten,source
potato residues,potato residues,source
nonwoven paper,nonwoven paper,source
window film,window film,source
polymer fiber felt,polymer fiber felt,source
synthetic paper,synthetic paper,source
gelatine,gelatine,source
thermochromic plastic masterbatch,thermochromic plastic masterbatch,source
salmon leather,salmon leather,source
waste wedding flowers,waste wedding flowers,source
brass & copper,brass & copper,source
aramid fibre,aramid fibre,source
micro-algae pigments,micro-algae pigments,source
rice husk plastic composite,rice husk plastic composite,source
fibre reinforced cement,fibre reinforced cement,source
